1,3,9,3,3,0,1,QA
1,3,8,4,2,0,1,QA
1,3,7,3,4,0,1,QA
1,3,9,4,2,0,1,QA
1,2,8,3,1,0,1,QA
2,2,8,3,3,0,1,QA
2,3,8,4,3,0,1,QA
1,4,8,4,2,0,1,QA
2,6,8,3,1,0,1,QA
2,6,8,9,3,0,1,QA
2,3,8,9,4,0,1,QA
1,3,8,9,3,0,1,QA
1,6,8,9,4,0,1,QA
2,7,8,9,2,0,1,QA
1,6,8,9,1,0,1,QA
3,7,8,9,3,0,1,QA
1,5,8,9,4,0,1,QA
2,6,8,9,2,0,1,QA
1,6,8,9,2,0,1,QA
2,6,8,9,2,0,1,QA
3,3,8,9,2,0,1,QA
1,6,8,9,3,0,1,QA
2,4,8,9,3,0,1,QA
3,5,8,9,3,0,1,QA
1,7,8,9,3,0,1,QA
2,8,8,9,3,0,1,QA
1,6,8,9,3,0,1,QA
2,3,8,9,3,0,1,QA
1,2,8,9,3,0,1,QA
2,3,8,9,3,0,1,QA
1,3,8,9,3,0,1,QA
3,3,8,9,3,0,1,QA
1,4,8,9,3,0,1,QA
1,5,8,9,3,0,1,QA
2,1,8,9,3,0,1,QA
1,1,8,9,4,0,1,QA
3,2,8,9,2,0,1,QA
1,1,8,9,3,0,1,QA
3,3,9,7,4,0,1,QA
2,3,9,8,3,0,1,QA
1,3,8,9,4,0,1,QA
2,2,8,3,5,0,1,Alert
2,3,8,4,5,0,1,Alert
1,4,8,4,5,0,1,Alert
2,6,8,3,5,0,1,Alert
2,6,8,9,5,0,1,Alert
2,6,7,7,3,0,1,QA
1,6,9,6,2,0,1,QA
2,5,8,9,2,0,1,QA
3,6,8,7,2,0,1,QA
1,7,7,7,2,0,1,QA
2,6,7,7,2,0,1,QA
2,6,8,7,2,0,1,QA
1,8,9,7,2,0,1,QA
1,7,8,7,2,0,1,QA
2,3,9,1,3,0,1,QA
6,6,9,3,3,0,1,QA
6,7,8,1,3,0,1,QA
5,5,9,1,3,0,1,QA
6,6,9,4,3,0,1,QA
5,7,9,1,3,0,1,QA
6,6,8,1,2,0,1,QA
4,5,8,1,2,0,1,QA
3,6,8,5,2,0,1,QA
5,7,8,1,2,0,1,QA
5,8,8,1,2,0,1,QA
4,9,8,5,2,0,1,QA
6,6,8,6,2,0,1,QA
6,7,7,1,2,0,1,QA
4,5,8,1,2,0,1,QA
6,6,7,1,2,0,1,QA
5,7,8,6,2,0,1,QA
5,8,7,1,2,0,1,QA
6,6,8,1,2,0,1,QA
5,5,6,4,2,0,1,QA
5,6,7,2,2,0,1,QA
6,7,8,1,2,0,1,QA
6,6,9,7,2,0,1,QA
6,7,8,1,2,0,1,QA
6,6,7,8,1,0,1,QA
6,7,7,1,1,0,1,QA
6,8,8,1,1,0,1,QA
6,6,7,2,1,0,1,QA
6,7,8,1,1,0,1,QA
5,8,9,9,1,0,1,QA
5,6,8,1,1,0,1,QA
5,7,9,1,1,0,1,QA
5,8,9,1,1,0,1,QA
6,9,9,1,1,0,1,QA
5,7,9,1,1,0,1,QA
6,6,7,1,1,0,1,QA
6,7,9,1,1,0,1,QA
6,8,9,1,1,0,1,QA
5,7,9,1,1,0,1,QA
5,8,8,1,2,0,1,QA
5,7,9,1,2,0,1,QA
6,6,7,1,2,0,1,QA
5,7,8,1,2,0,1,QA
5,8,9,1,2,0,1,QA
5,9,8,1,2,0,1,QA
5,6,9,1,2,0,1,QA
5,7,9,1,2,0,1,QA
6,6,8,1,2,0,1,QA
5,7,7,1,2,0,1,QA
5,8,8,1,2,0,1,QA
0,2,3,2,3,0,1,QA
0,3,3,6,3,0,1,QA
0,1,3,7,3,0,1,QA
0,3,3,6,3,0,1,QA
0,2,3,7,3,0,1,QA
0,1,3,5,3,0,1,QA
0,1,2,7,3,0,1,QA
0,2,3,7,3,0,1,QA
0,1,4,5,3,0,1,QA
0,1,2,7,3,0,1,QA
0,1,4,5,2,0,1,QA
0,2,3,7,2,0,1,QA
0,1,4,5,2,0,1,QA
0,1,3,4,2,0,1,QA
0,2,4,5,2,0,1,QA
0,2,3,2,2,0,1,QA
0,1,4,2,2,0,1,QA
0,3,4,2,2,0,1,QA
0,1,4,2,2,0,1,QA
0,2,3,1,2,0,1,QA
0,2,4,2,2,0,1,QA
0,3,4,2,2,0,1,QA
0,3,4,2,2,0,1,QA
0,3,2,2,2,0,1,QA
0,1,4,2,2,0,1,QA
0,3,3,2,2,0,1,QA
0,3,4,2,2,0,1,QA
0,1,4,2,1,0,1,QA
0,3,3,2,1,0,1,QA
0,1,4,1,1,0,1,QA
0,3,3,2,1,0,1,QA
0,4,2,2,1,0,1,QA
0,3,3,2,1,0,1,QA
0,2,1,1,1,0,1,QA
2,2,8,3,5,0,1,Alert
2,3,8,4,5,0,1,Alert
1,4,8,4,5,0,1,Alert
2,6,8,3,5,0,1,Alert
2,6,8,9,5,0,1,Alert
0,2,2,1,1,0,1,QA
0,3,4,2,2,0,1,QA
0,1,2,2,2,0,1,QA
0,1,3,2,2,0,1,QA
0,3,3,2,2,0,1,QA
0,3,2,2,2,0,1,QA
0,3,4,2,2,0,1,QA
0,1,3,2,2,0,1,QA
0,2,4,2,2,0,1,QA
0,1,3,2,2,0,1,QA
0,3,4,2,2,0,1,QA
0,1,4,2,3,0,1,QA
0,2,2,2,3,0,1,QA
0,1,3,2,3,0,1,QA
0,3,2,2,3,0,1,QA
0,1,3,2,3,0,1,QA
1,3,9,3,5,0,1,Alert
1,3,8,4,5,0,1,Alert
1,3,7,3,5,0,1,Alert
1,3,9,4,5,0,1,Alert
1,2,8,3,5,0,1,Alert
2,2,8,3,5,0,1,Alert
2,3,8,4,5,0,1,Alert
1,4,8,4,5,0,1,Alert
2,6,8,3,5,0,1,Alert
2,6,8,9,5,0,1,Alert
2,3,8,9,5,0,1,Alert
1,3,8,9,5,0,1,Alert
1,6,8,9,5,0,1,Alert
2,7,8,9,5,0,1,Alert
